iter	Logloss
680	0.4453957811
681	0.4453109013
682	0.4452500669
683	0.4451960711
684	0.4451400857
685	0.4450833543
686	0.4450270052
687	0.4449531958
688	0.4448841539
689	0.4448075906
690	0.4447455801
691	0.4446892053
692	0.444629364
693	0.4445636259
694	0.4444741242
695	0.4444175384
696	0.4443701197
697	0.4443047913
698	0.4442391021
699	0.4441375991
700	0.4440475726
701	0.4439675572
702	0.4439164787
703	0.4438442542
704	0.4437701063
705	0.4436925139
706	0.4436309118
707	0.4435815551
708	0.4434905168
709	0.4434212867
710	0.4433213124
711	0.4432646868
712	0.4432077414
713	0.4431299855
714	0.443049752
715	0.4429684819
716	0.4428862932
717	0.4427914698
718	0.442725571
719	0.442625384
720	0.4425578926
721	0.4424688855
722	0.4423629787
723	0.4422907014
724	0.4422182471
725	0.4421205275
726	0.4420083152
727	0.4419278677
728	0.4418181398
729	0.4417712358
730	0.4417060907
731	0.4416180685
732	0.4414864196
733	0.4414029979
734	0.4413495606
735	0.4412719059
736	0.4411859576
737	0.4410866446
738	0.4409923689
739	0.4409020453
740	0.4407881249
741	0.4406881288
742	0.4406092434
743	0.4405300837
744	0.4404529224
745	0.4403640193
746	0.4402756882
747	0.4402053229
748	0.4401118852
749	0.4400172657
750	0.4399259512
751	0.4398292823
752	0.439741573
753	0.4396421537
754	0.4395516289
755	0.4394517248
756	0.4393550233
757	0.4392297475
758	0.4391192638
759	0.4390260846
760	0.4389151393
761	0.4388306476
762	0.4387279279
763	0.4386322466
764	0.4385652397
765	0.4384766829
766	0.438389425
767	0.4383068439
768	0.4382136798
769	0.4381049743
770	0.4380424409
771	0.437979923
772	0.4378600416
773	0.4377392994
774	0.4376373414
775	0.4375223252
776	0.4374497312
777	0.4373612122
778	0.4372327492
779	0.4371320568
780	0.4370475701
781	0.4369427166
782	0.4368231781
783	0.4367625445
784	0.4366613241
785	0.4366027794
786	0.4364992236
787	0.4364289103
788	0.4363273311
789	0.4362481329
790	0.4361412607
791	0.4360201099
792	0.4359338029
793	0.4358397349
794	0.4357687686
795	0.435678524
796	0.4356269806
797	0.4355444332
798	0.4354226496
799	0.4353398331
800	0.4352748857
801	0.4351821926
802	0.4350880256
803	0.4350079256
804	0.4349122485
805	0.4348176321
806	0.4347273283
807	0.4346425134
808	0.4345479599
809	0.4344639282
810	0.4343906351
811	0.434318314
